= Logs of language model for Lithuanian (lt) =

- Generated by BuildLangModel.py
- Started: 2023-07-08 17:16:01.900858
- Maximum depth: 4
- Max number of characters: 4000000

== Parsed pages ==

Dacijonai (revision 6709137; CACHED)
1965 m. (revision 6969089; CACHED)
Mogolų imperija (revision 5504691; CACHED)
Juliet Sunday (revision 6923230; CACHED)
Dobžyniuvka (Balstogė) (revision 6974815; CACHED)
Kasamos apskritis (revision 4936207; CACHED)
Neceč Dvuras (revision 6773334; CACHED)
Job Kienhuis (revision 6909734; CACHED)
Užsienio politika (revision 6674157; CACHED)
Airbus A330 (revision 6739380; CACHED)
Memfis (Tenesis) (revision 6244739; CACHED)
Geležinkelio stoties gyvenvietė (revision 6291437; CACHED)
Apidemis (revision 5827385; CACHED)
Kipro futbolo varžybos 1957–1958 m. (revision 6740716; CACHED)
Bárbara Mori (revision 6793953; CACHED)
Didieji Karceviškiai (revision 6623839; CACHED)
Rimantas Antanas Kviklys (revision 6841065; CACHED)
Talis Miletietis (revision 6898859; CACHED)
Žūvančiųjų gelbėjimo kryžius (revision 6960316; CACHED)
Viduklės Simono Stanevičiaus gimnazija (revision 6947794; CACHED)
Šviesmetis (revision 6862651; CACHED)
Jalen Green (revision 6992889; CACHED)
Mituvos hidrografinis draustinis (revision 6270283; CACHED)
Savanos (revision 6857805; CACHED)
Plokštinės–Stirbaičių miškai (revision 5403549; CACHED)
Pagramančio regioninis parkas (revision 6645199; CACHED)
Kauno miesto teritorija (revision 6723722; CACHED)
Iggy Pop (revision 6966857; CACHED)
Sikori Bartkovienta (revision 6781157; CACHED)
Otto Preminger (revision 6936477; CACHED)
Žagarių geomorfologinis draustinis (revision 6864816; CACHED)
Leigongas (revision 6769054; CACHED)
Tolčė (Balstogės apskritis) (revision 6925754; CACHED)
Food (revision 6820449; CACHED)
Suchovola (revision 6927362; CACHED)
Artūras Pozdniakovas (revision 6882376; CACHED)
Minecraft (revision 6960961; CACHED)
Gegužės 5 (revision 6570204; CACHED)
Glitimas (revision 6516422; CACHED)
Lašos valsčius (revision 6894600; CACHED)
Kolumbijos kalnai (revision 6920837; CACHED)
John Maxwell Coetzee (revision 6467014; CACHED)
Juozas Atkočiūnas (revision 6179583; CACHED)
Zabagniai (Losicės apskritis) (revision 6787706; CACHED)
Parnas (revision 6883744; CACHED)
Baseltonas (revision 6812659; CACHED)
Širvintų rajono savivaldybės taryba (revision 6729949; CACHED)
Hibridinis automobilis (revision 6762088; CACHED)
Kauno miesto apygarda (revision 5521875; CACHED)
Kas? Kur? Kada? (revision 6881580; CACHED)
Giedraičiai (revision 6846975; CACHED)
Ram (albumas) (revision 6751954; CACHED)
Ugniagesis (žurnalas) (revision 4977572; CACHED)
Lipnikas (Lomžos apskritis) (revision 6769627; CACHED)
Grigaičių piliakalnis (revision 6445022; CACHED)
Karūna (laivas) (revision 6906744; CACHED)
Ritas Vaiginas (revision 6749685; CACHED)
Butkiai (revision 6818185; CACHED)
Panemunės rajonas (revision 6883703; CACHED)
Josvainiai (revision 6844297; CACHED)
San Visentės ugnikalnis (revision 6903669; CACHED)
1964 m. (revision 6989134; CACHED)
Birželio 12 (revision 6985583; CACHED)
Druskonis (revision 6919911; CACHED)
Punios šilo pušis (revision 6130796; CACHED)
Diržių kapinynas (revision 4958547; CACHED)
Kubiliai (Kelmė) (revision 6706869; CACHED)
Šakynos seniūnija (revision 6842594; CACHED)
Hyundai A-League (revision 6924643; CACHED)
Arnionys I (revision 6911722; CACHED)
Lietuvos saugomos teritorijos (revision 6724925; CACHED)
Kornų kalba (revision 6767295; CACHED)
Mano mylimi vyrai (revision 6393753; CACHED)
Durbės savivaldybė (revision 6285911; CACHED)
Claudia Mori (revision 6661033; CACHED)
Alksnėnai (Kėdainiai) (revision 6699944; CACHED)
Piepaliai (revision 6706797; CACHED)
Vibras (revision 6872465; CACHED)
Caesar (revision 6202260; CACHED)
Genujos metropolitenas (revision 6967402; CACHED)
Ramzis III (revision 6468839; CACHED)
Beržė (Augustavo valsčius) (revision 6171882; CACHED)
Pasaulio komandinis šachmatų čempionatas (revision 6925044; CACHED)
Italijos futbolo sistema (revision 6624516; CACHED)
Kalnuotė I (revision 6874979; CACHED)
Cukraus pudra (revision 5854580; CACHED)
Ąžuolynas (revision 6886682; CACHED)
Fashion's Night Out (revision 6175408; CACHED)
Zibalų pagrindinė mokykla (revision 6564650; CACHED)
Valčiūnų GS (revision 6875264; CACHED)
Duona ir šokoladas (revision 6244349; CACHED)
Remigijus Ozolinčius (revision 6615682; CACHED)
Balstogės apskritis (revision 6925413; CACHED)
Ostruvkai (Liublino vaivadija) (revision 6774817; CACHED)
Grand Theft Auto: London 1969 (revision 6176924; CACHED)
Viru Nigulos valsčius (revision 5541239; CACHED)
Sexxx Dreams (revision 4988030; CACHED)
Elin Nilsson (revision 6959268; CACHED)
Nadvirnos rajonas (revision 6492884; CACHED)
SK Rapid Wien (revision 6973871; CACHED)
Mineralizacija (revision 6706902; CACHED)
Vilniaus valstybinis lėlių teatras (revision 6811568; CACHED)
Asante Kotoko SC (revision 6930349; CACHED)
Ramiojo vandenyno drakoniukės (revision 6197608; CACHED)
Dragon Ball: Mystical Adventure (revision 6942424; CACHED)
2014 m. Lietuvos prezidento rinkimai (revision 6850231; CACHED)
Raisteliai (revision 6888726; CACHED)
Free State Stars (revision 4965448; CACHED)
Čarna Vesės valsčius (Balstogė) (revision 6923552; CACHED)
2020 m. pasaulio treko čempionatas (revision 6866834; CACHED)
Arga Sala (revision 6491150; CACHED)
Užpelkių piliakalnis (revision 6443100; CACHED)
Lenkčiai I (revision 6716286; CACHED)
Gaižaičių seniūnijoje (revision 6721339; CACHED)
Troškūnai (revision 6950301; CACHED)
Yoshirō Mori (revision 6717188; CACHED)
Lietuvos universitetas (revision 6970910; CACHED)
Salų dvaras (revision 6734587; CACHED)
Nove Kževas (Balstogės apskritis) (revision 6773961; CACHED)
Želvos sinagoga (revision 6901884; CACHED)
Jankaičiai (Šiauliai) (revision 6703869; CACHED)
Solvita Āboltiņa (revision 6868603; CACHED)
Jungtinės Amerikos Valstijos (revision 6990742; CACHED)
Kakavmedis (revision 6045816; CACHED)
Pelesa (revision 6991341; CACHED)
Lloyds Banking Group (revision 5441112; CACHED)
Adriano Celentano (revision 6851012; CACHED)
Škotijos futbolo varžybos 1991–1992 m. (revision 6442552; CACHED)
CubeSat (revision 6095327; CACHED)
Austrijos futbolo varžybos 1945–1946 m. (revision 6538586; CACHED)
Lietuvos ypatingasis archyvas (revision 6724952; CACHED)
Gajovniki Kolonija (revision 6918927; CACHED)
Gordon Brown (revision 6967169; CACHED)
Komunistų partija (revision 5845059; CACHED)
Kinų kosmologija (revision 6452036; CACHED)
Merseno skaičiai (revision 6895806; CACHED)
Krūminis kūpolis (revision 6767900; CACHED)
FIFA Pasaulio taurė (revision 6863766; CACHED)
Kidulių seniūnija (revision 6874495; CACHED)
Chaplin (revision 6916524; CACHED)
Konstantinas Bogdanas (revision 6958901; CACHED)
Kolonas (Panama) (revision 6920817; CACHED)
Jonas Romanovas (revision 6880700; CACHED)
Dobiliai (Raseiniai) (revision 6845357; CACHED)
Būdiniai (revision 6873692; CACHED)
Vėtralaukis (revision 5893497; CACHED)
Protestantizmas (revision 6930084; CACHED)
Vilniaus valstybinis universitetas (revision 6937159; CACHED)
Selema (revision 6898433; CACHED)
Bayer Leverkusen (revision 6988017; CACHED)
Mecelle (revision 5906763; CACHED)
Alytaus miesto savivaldybė (revision 6940685; CACHED)
-2014 (revision 6469840; CACHED)
Naujininkų seniūnija (revision 6907646; CACHED)
Albinas Klimas (1952) (revision 6877904; CACHED)
Weather (revision 6676556; CACHED)
Vytauto Didžiojo ordino Didysis kryžius (revision 6787489; CACHED)
History (revision 6453316; CACHED)
Malpilio savivaldybė (revision 6286008; CACHED)
Giedraičių apylinkė (Molėtai) (revision 6642357; CACHED)
Šiaurės dvikovė 2018 m. žiemos olimpinėse žaidynėse (revision 6596986; CACHED)
Ignasijaus Varneso provincija (revision 6178162; CACHED)
VY Canis Majoris (revision 6361331; CACHED)
Music (revision 6573389; CACHED)
Umėnų apylinkė (revision 6636630; CACHED)
Trakai (tauta) (revision 5890542; CACHED)
Sostinė (revision 6199648; CACHED)
Nguanamomas (revision 6365017; CACHED)
Mūsų girios (revision 6453171; CACHED)
Katynės žudynės (revision 6969557; CACHED)
Nčelengės apskritis (revision 5122223; CACHED)
Charlotte Bobcats (revision 6995093; CACHED)
Pajieslys (revision 6810061; CACHED)
Daukniškiai (Paįstrys) (revision 6807728; CACHED)
Hermelin (revision 6810583; CACHED)
Austrijos futbolo varžybos 1947–1948 m. (revision 6734016; CACHED)
Tryškys (revision 6483641; CACHED)
Vytas Šimonėlis (revision 6573763; CACHED)
Jonas Spudulis (revision 6082750; CACHED)
Molėtų rajono savivaldybės viešoji biblioteka (revision 6700975; CACHED)
Lavašas (revision 6287943; CACHED)
Kirvis (revision 5467618; CACHED)
Pašventupys (Raseiniai) (revision 6819102; CACHED)
Bulgarijos futbolo varžybos 1953 m. (revision 6739654; CACHED)
Nick Frost (revision 5465670; CACHED)
Lietuvos laikinoji vyriausybė (revision 6975570; CACHED)
Plokščių apylinkė (revision 6642202; CACHED)
Žemaitkiemis (Saugos) (revision 6704192; CACHED)
The Bedlam in Goliath (revision 6923514; CACHED)
Rolandas Pavilionis (revision 6884591; CACHED)
Laima Liucija Andrikienė (revision 6951288; CACHED)
Stirniškių kurilinis maumedis (revision 6222077; CACHED)
Kelmės krašto muziejus (revision 6881758; CACHED)
Friedrich Kästli (revision 6175629; CACHED)
Jakšpelkis (revision 6840207; CACHED)
Čuolėnai (revision 6534563; CACHED)
Gintaras (revision 6932063; CACHED)
Agros fortas (revision 6790310; CACHED)
Kipro futbolo taurė (revision 6964208; CACHED)
Pietų Korėjos tarptautiniai santykiai (revision 5797800; CACHED)
Plikyta duona (revision 6504127; CACHED)
SR Delémont (revision 6736448; CACHED)
Zastarčiai (revision 6831767; CACHED)
Rimeikiai (revision 6830254; CACHED)
Kiarizas (revision 6286695; CACHED)
John Hill (rugby union) (revision 6975965; CACHED)
Rimantas Vaiginis (revision 6855886; CACHED)
Fuenlabrada (revision 6571175; CACHED)
Verslo liudijimas (revision 6265993; CACHED)
Atalanta BC (revision 6985467; CACHED)
Olštynekas (revision 6047826; CACHED)
Daiva Rakauskaitė (revision 6895018; CACHED)
Kareiviškiai (revision 6843385; CACHED)
Nepriklausomų Valstybių Sandrauga (revision 6940464; CACHED)
Balstogės apskritis (1807–1939) (revision 6924101; CACHED)
Tyrrell Racing (revision 4347151; CACHED)
Jurjonai (Vėžaičiai) (revision 6709805; CACHED)
Šalčininkai (revision 6947590; CACHED)
ANBO-VI (revision 6907636; CACHED)
Šveicarijos futbolo taurė (revision 6681906; CACHED)
Ukmergės didžioji sinagoga (revision 6930019; CACHED)
Kareem Rush (revision 6083019; CACHED)
Albinas Margevičius (revision 6744424; CACHED)
Sikstas I (revision 4945403; CACHED)
Odisėja (revision 6530737; CACHED)
Budviečiai (Voroninas) (revision 6941668; CACHED)
Zarasų miškų urėdija (revision 6349129; CACHED)
Šindzelis (revision 6788790; CACHED)
206 m. pr. m. e. (revision 5302664; CACHED)
Toremolinosas (revision 6277222; CACHED)
Targonie Vitai (revision 6783436; CACHED)
Braziškiai (revision 6859677; CACHED)
Kanapiamerkis (revision 5818409; CACHED)
Žaslių Šv. Jurgio bažnyčia (revision 6969349; CACHED)
Austrijos futbolo varžybos 1935–1936 m. (revision 6734006; CACHED)
Širvintos (kaimas) (revision 6709886; CACHED)
Aaron Wiggins (revision 6803897; CACHED)
Ragučių tvenkinys (revision 5893955; CACHED)
Šamavos valsčius (revision 6982326; CACHED)
Saulės energija (revision 6572756; CACHED)
Išdagai (revision 6711457; CACHED)
Juodoji Ančia (revision 6493363; CACHED)
Čoko kalbos (revision 4980417; CACHED)
Right Now (revision 6495947; CACHED)
Sikori Tomkovienta (revision 6781161; CACHED)
Didieji Kavaličai (revision 6865693; CACHED)
Vilniaus Šv. Stanislovo ir Šv. Vladislovo arkikatedra bazilika (revision 6961860; CACHED)
FK MTZ-RIPO (revision 6708143; CACHED)
Mangai (tauta) (revision 6898630; CACHED)
Vytas Rimkus (revision 5500003; CACHED)
Valstybinė mokesčių inspekcija (revision 6813412; CACHED)
Tytuvėnų apylinkė (revision 6638246; CACHED)
Vokietijos imperijos laivynas (revision 6810579; CACHED)
Ani (revision 5902450; CACHED)
Fareriška virtuvė (revision 6527234; CACHED)
Moliūgas (revision 6772365; CACHED)
Vitalijus Petrovas (revision 6511037; CACHED)
Slovakijos futbolo varžybos 1982–1983 m. (revision 6742424; CACHED)
Viešbutis Babilonas (revision 6497315; CACHED)
Kačergiai (Kaunas) (revision 6798846; CACHED)
Moscow Raceway (revision 6185018; CACHED)
VVS Sofia (revision 6739658; CACHED)
Slovakijos futbolo varžybos 2021–2022 m. (revision 6742501; CACHED)
Paprastosios dvidantės (revision 6775459; CACHED)
Denise Richards (revision 6667550; CACHED)
Polocko rajonas (revision 6936960; CACHED)
Aladauka (revision 6869957; CACHED)
UEFA čempionų lyga 2009–2010 m. (revision 6673147; CACHED)
Tamošiūnai II (revision 6699396; CACHED)
Jean Tinguely (revision 6462794; CACHED)
Nedzingė (revision 6720873; CACHED)
Remigijus Osauskas (revision 6702647; CACHED)
Burė (revision 5977657; CACHED)
Užluobė (revision 6703703; CACHED)
Nepakeičiamas žetonas (revision 6883402; CACHED)
Sokulkos apskritis (1808–1920) (revision 6928195; CACHED)
Diablo III (revision 6707374; CACHED)
Visų šventųjų diena (revision 6786997; CACHED)
Liberiškio dvaras (revision 6882414; CACHED)
Árpád Göncz (revision 6831300; CACHED)
Slučajus (revision 6988247; CACHED)
Renata Šerelytė (revision 6197815; CACHED)
Luigi (revision 6047617; CACHED)
Katalikų Bažnyčia (revision 6944540; CACHED)
Ugniagesio šalmas (revision 6728496; CACHED)
Sausio 10 (revision 6875570; CACHED)
Bulgarijos futbolo varžybos 1929 m. (revision 6739628; CACHED)
Širvintų Atžalyno progimnazija (revision 6572470; CACHED)
Paraopeba (revision 6915253; CACHED)
Julija Agripina (revision 4988816; CACHED)
Krasuvka (Palenkės Bialos apskritis) (revision 4401536; CACHED)
Geltona (revision 6900482; CACHED)
Havramanas (revision 6761842; CACHED)
Kipro futbolo varžybos 2003–2004 m. (revision 6740822; CACHED)
Mis Pasaulis 1992 (revision 6216097; CACHED)
Dalia Marija Brazauskienė (revision 6879308; CACHED)
Plungės dvaras (revision 6506146; CACHED)
Pandorum (revision 5882656; CACHED)
Paukščiai (revision 6966903; CACHED)
1984 m. (revision 6967762; CACHED)
Krasuvka (Vlodavos apskritis) (revision 6767611; CACHED)
Dorothea Brandt (revision 6592191; CACHED)
Išdagai (Berestovas) (revision 6943426; CACHED)
Bandomoji lenta (revision 6135542; CACHED)
Žemaitija (Raseiniai) (revision 6566406; CACHED)
Quenya (revision 4912296; CACHED)
Nove Grabovas (revision 6773955; CACHED)
Ustrem Sofiâ (revision 6994645; CACHED)
Micah Richards (revision 4957052; CACHED)
Janas Sobieskis (revision 5688351; CACHED)
Didžioji Žydroji skylė (revision 6545824; CACHED)
Gurbai (Šiauliai) (revision 6830296; CACHED)
Kipro futbolo varžybos 1953–1954 m. (revision 6740706; CACHED)
Leipcigas (revision 6870108; CACHED)
Algirdas Ferensas (revision 6878108; CACHED)
Biržų Aušros pagrindinė mokykla (revision 6604229; CACHED)
Pienkai (Palenkės Bialos apskritis) (revision 6776318; CACHED)
Alex Christensen (revision 5429953; CACHED)
Dobromilo valsčius (revision 6920200; CACHED)
Kovos menai (revision 6224091; CACHED)
4-Track Guitar Music (revision 6917552; CACHED)
Renoise Tracks 2009-2011 (revision 6917577; CACHED)
Renavo eglė (revision 6954431; CACHED)
Ryškas (revision 6833338; CACHED)
Ilgaitis (Švenčionių r., Kaltanėnų sen.) (revision 5818092; CACHED)
Language (revision 6698058; CACHED)
Kašarka (revision 6890293; CACHED)
UEFA Europos konferencijų lyga (revision 6987034; CACHED)
FK Rosa Klaipėda (revision 6389639; CACHED)
Carla M. Puccini (revision 6506823; CACHED)
Masera-Tigrai Šiauliai (revision 6604517; CACHED)
Jurbarko rajone (revision 6950591; CACHED)
Palenkės gubernija (revision 6926408; CACHED)
Atlanta (revision 6572084; CACHED)
Čarna Vesės valsčius (Sokulka) (revision 6928262; CACHED)
Giacomo Balla (revision 6216134; CACHED)
Bytaučiai (revision 6833312; CACHED)
2012 m. pasaulio trumpo baseino plaukimo čempionatas (revision 6909583; CACHED)
Kalnas (revision 6765032; CACHED)
anglų kalboje (revision 6987332; CACHED)
Derekas Volkotas (revision 5013983; CACHED)
Šiaurės vakarų Kaukazo kalbos (revision 5662099; CACHED)
Sirto įlanka (revision 6781324; CACHED)
Vasas Budapest (revision 6968410; CACHED)
Zabužė (revision 6787731; CACHED)
2022 m. LFF II lyga (revision 6897784; CACHED)
Trasa Pedralbes (revision 6202282; CACHED)
Gudeliai (revision 6896166; CACHED)
Aleksas Abromavičius (revision 6448747; CACHED)
Sausio 17 (revision 6968856; CACHED)
Mordechai Spiegler (revision 6874614; CACHED)
Slovakijos futbolo varžybos 2001–2002 m. (revision 6742453; CACHED)
Lietuvos futbolo varžybos 1992–1993 m. (revision 6724682; CACHED)
Šengavit’ Erewan (revision 6710311; CACHED)
UEFA čempionų lyga 2000–2001 m. (revision 6508461; CACHED)
Gelgaudiškio dvaras (revision 6966769; CACHED)
Jonas Matulionis (1906) (revision 6179176; CACHED)
Calvin Harris (revision 6941676; CACHED)
Vokietijos futbolo varžybos 1962–1963 m. (revision 6743261; CACHED)
Druskininkų Mikalojaus Konstantino Čiurlionio meno mokykla (revision 5602965; CACHED)
Kunigiškės ežeras (revision 5894509; CACHED)
1992 m. Nobelio premijos laureatai (revision 6354138; CACHED)
Lietuva 1996 m. vasaros olimpinėse žaidynėse (revision 6947037; CACHED)
Židikų valsčius (revision 6887911; CACHED)
Kudrėnai (revision 6869855; CACHED)
Žeimiai (Ukmergė) (revision 6709253; CACHED)
Spauda (revision 6982998; CACHED)
Minerologija (revision 6198814; CACHED)
Aukštaitijos profesinio rengimo centras (revision 6678858; CACHED)
KF Veleçiku Koplik (revision 6964607; CACHED)
Liadavičai (revision 6905106; CACHED)
Ščiukiškės (revision 6797907; CACHED)
Kliuokmaniškis (Panevėžys) (revision 6807741; CACHED)
Simmering Wien (revision 6717686; CACHED)
Arnika Druskininkai (revision 6982685; CACHED)
Duona (revision 6926554; CACHED)
FK Divenda Kaišiadorys (revision 6306251; CACHED)
Darbėnų seniūnija (revision 6720228; CACHED)
Nobelio taikos premija (revision 6837156; CACHED)
Kiauliena (revision 6452016; CACHED)
Meghan Trainor (revision 6936146; CACHED)
Bendro atradimo metodas (revision 4976062; CACHED)
Blindžiakupstis (revision 6701933; CACHED)
Amunicija (revision 6790967; CACHED)
Šveicarijos futbolo varžybos 1946–1947 m. (revision 6736161; CACHED)
Maršaliečių kalba (revision 6482944; CACHED)
Ruandos geografija (revision 6209851; CACHED)
Lingiai (Elektrėnai) (revision 6847022; CACHED)
Roberts Štelmahers (revision 6991885; CACHED)
Tomas Virbickas (revision 6881281; CACHED)
Senoji Kamionka (Sokulka) (revision 6928033; CACHED)
Yverdon-Sport FC (revision 6982530; CACHED)
Jaugėlai (revision 6846792; CACHED)
Birželio 27 (revision 6673607; CACHED)
Algirdas Brazauskas (revision 6935978; CACHED)
Vokietija (revision 6987007; CACHED)
Laukagalėliai (Panevėžys) (revision 6843452; CACHED)
Prancūzijos futbolo varžybos 1997–1998 m. (revision 6746378; CACHED)
Aukštadvario Šv. Dominyko bažnyčia (revision 6969958; CACHED)
Lietuvos komunistų partija (revision 6677054; CACHED)
Buivydiškių dvaras (revision 6849209; CACHED)
Juozapava (Viešintos) (revision 6836055; CACHED)
Enrico Maria Salerno (revision 6907105; CACHED)
Mötley Crüe (revision 5849275; CACHED)
Apidėmė (Kelmė) (revision 6840196; CACHED)
Jablanavas (revision 6870396; CACHED)
Tarptautinė teisės ir verslo aukštoji mokykla (revision 5507015; CACHED)
Butkų Juzė (revision 6879186; CACHED)
Anu (revision 5646153; CACHED)
Vytauto pulkas (revision 6885600; CACHED)
Juris Dimiteras (revision 6201289; CACHED)
Vengrijos futbolo varžybos 1971–1972 m. (revision 6740536; CACHED)
Barokas (revision 6871036; CACHED)
Čarna Vesė (Sokulka) (revision 6928029; CACHED)
Bokštai (Alytus) (revision 6731357; CACHED)
Šimkūnai (Pilkalnio apskritis) (revision 6383358; CACHED)
Liminas (Molėtų r., Luokesos sen.) (revision 5803508; CACHED)
Tomas Edisonas (revision 6916775; CACHED)
Kokosų sala (revision 5778548; CACHED)
Babtų seniūnija (revision 6599822; CACHED)
Military (revision 6728108; CACHED)
Smilgiai (Rokiškis) (revision 6822124; CACHED)
Ferruccio Busoni (revision 6492396; CACHED)
Mosėdžio žydų kapinės (revision 6501151; CACHED)
Atlanto vandenynas (revision 6927448; CACHED)
Kornelija Riliškytė (revision 6908013; CACHED)
Resenas (revision 6209843; CACHED)
Julius Tamošiūnas (1926) (revision 6910820; CACHED)
Noémie Tiberi (revision 6702194; CACHED)
Regorafenibas (revision 6225254; CACHED)
Aukštiškių GS (revision 6899462; CACHED)
1959 m. Nobelio premijos laureatai (revision 6354070; CACHED)
Beraginė (revision 6870328; CACHED)
Han dinastija (revision 6177633; CACHED)
Šiaurės vakarų divizionas (NBA) (revision 6842686; CACHED)
Josūdiškė (revision 6833231; CACHED)
Lynežerio kraštovaizdžio draustinis (revision 6221704; CACHED)
Mėlynasis drakonas (revision 6772873; CACHED)
Paparčių ąžuolas (revision 6709700; CACHED)
Whitbread (revision 6811840; CACHED)
Alan Alexander Milne (revision 6932428; CACHED)
Salantų regioninis parkas (revision 6543334; CACHED)
Sigurdas Kryžiuotis (revision 6480609; CACHED)
Darbas (Pasvalys) (revision 5831122; CACHED)
Borkai (Balstogė) (revision 6914015; CACHED)
500 m. pr. m. e. (revision 5303421; CACHED)
Šventasis Telesforas (revision 6615823; CACHED)
Bermudų istorija (revision 6845554; CACHED)
Armališkių piliakalnis (revision 6878527; CACHED)
Kordiljeros provincija (revision 6470437; CACHED)
Užkapiai (revision 6799891; CACHED)
Raitininkų valsčius (revision 6669236; CACHED)
Simnas (revision 6947565; CACHED)
Žiežulis (Molėtų r.) (revision 5804846; CACHED)
Archive-It (revision 6948875; CACHED)
Vilniaus–Klaipėdos geležinkelis (revision 6826606; CACHED)
Valdas Jatautis (revision 6142825; CACHED)
Jurgis Žaltauskas (revision 5565709; CACHED)
Richard Sorge (revision 6232387; CACHED)
Anykščių šilelis (miškas) (revision 6099200; CACHED)
Povilas Vitonis (revision 6044493; CACHED)
Paįstrio seniūnija (revision 6726669; CACHED)
Šokoladas (revision 6045907; CACHED)
66 m. pr. m. e. (revision 5303793; CACHED)
Žetìsu FK Taldyķorǵan (revision 6907179; CACHED)
Veiviržėnų seniūnija (revision 6728830; CACHED)
Baltijos taurė (revision 6752590; CACHED)
Molėtų šv. apaštalų Petro ir Povilo bažnyčia (revision 6962886; CACHED)
V Live (website) (revision 5766874; CACHED)
Radviliškio Lizdeikos gimnazija (revision 6554237; CACHED)
"BTS' 'Map Of The Soul' Album Title Has A Deeper Meaning That Could Tease More Albums" (revision 6986223; CACHED)
Azerbaidžano futbolo varžybos 1995–1996 m. (revision 6710499; CACHED)
Šaniai (revision 6908125; CACHED)
Poznanė (revision 6884134; CACHED)
Dryhučų valsčius (revision 6887263; CACHED)
Ugniagesių gelbėtojų mokykla (revision 6728498; CACHED)
Kažkoks keistas tipas (revision 6605084; CACHED)
Suzuki (revision 6526192; CACHED)
Brian Epstein (revision 5660523; CACHED)
Telsenas (revision 6783735; CACHED)
Kurklių dvaras (revision 6568934; CACHED)
Jusiai (revision 6859474; CACHED)
Izraelis (revision 6961218; CACHED)
Šokolado triufelis (revision 6788934; CACHED)
UEFA Europos lyga 2022–2023 m. (revision 6986052; CACHED)
Rugenas (revision 6779493; CACHED)
FC Minsk (revision 6751549; CACHED)
Joniškiai (Šakiai) (revision 6983258; CACHED)
Francas Denikenas (revision 6838147; CACHED)
Majevka (Jurbarkas) (revision 6885136; CACHED)
Juozapas Jonas Giedraitis (revision 6676677; CACHED)
Puvočiai (revision 6958469; CACHED)
Tolimanas (ugnikalnis) (revision 6715298; CACHED)
Karvės Ola (revision 6737197; CACHED)
Uoliniai kalnai (revision 5512578; CACHED)
Tatarovcė (revision 6783527; CACHED)
Medinai (Palomenė) (revision 6797799; CACHED)
Australijos aborigenai (revision 6747302; CACHED)
Austrijos futbolo varžybos 2009–2010 m. (revision 6734082; CACHED)
Dautartai (Girkalnis) (revision 6845353; CACHED)
Vytautė Žilinskaitė (revision 6886529; CACHED)
Italijos futbolo varžybos 1940–1941 m. (revision 6746974; CACHED)
Marksovas (Pavariai) (revision 6935651; CACHED)
Jasiūnai (Švenčionys) (revision 6859542; CACHED)
Sibiu (revision 6672970; CACHED)
XV pasaulio krepšinio čempionatas/Rezultatai (revision 2147052; CACHED)
Šaminis (Švenčionių r.) (revision 5818874; CACHED)
Izraelio futbolo varžybos 1983–1984 m. (revision 6740924; CACHED)
Žudiškių ąžuolas (revision 6222170; CACHED)
Farerų futbolo supertaurė (revision 6692300; CACHED)
Žemės ūkio akademijos metraštis (revision 5498963; CACHED)
Austrijos futbolo varžybos 1986–1987 m. (revision 6734059; CACHED)
Juozas Gecevičius (1930) (revision 5119593; CACHED)
Žygaičių seniūnijoje (revision 6730279; CACHED)
Vengrijos futbolo varžybos 1906–1907 m. (revision 6740446; CACHED)
Paprotys (revision 6834143; CACHED)
Škotai (revision 6816526; CACHED)
Mockaičių apylinkė (Kelmė) (revision 6638240; CACHED)
Beihajus (revision 4951901; CACHED)
Ararato lyguma (revision 5357859; CACHED)
Jaugiliai (revision 6799817; CACHED)
Danijos futbolo sistema (revision 5473682; CACHED)
Dousko valsčius (revision 6954824; CACHED)
Padievytis (revision 6961418; CACHED)
Giedraitiškių apylinkė (revision 6642371; CACHED)
Smilgos kraštovaizdžio draustinis (revision 6640284; CACHED)
Budistai (revision 6478671; CACHED)
Naujasis Sveržanis (revision 6949025; CACHED)
Lietuvos futbolo varžybos 2022 m. (revision 6923557; CACHED)
Ziolavos valsčius (revision 6906694; CACHED)
Selemonas Paltanavičius (revision 6962118; CACHED)
Žiemgaliai (revision 6724448; CACHED)
Sveržanio valsčius (Rahačovas) (revision 6954871; CACHED)
Popėja Sabina (revision 6956838; CACHED)
Škotijos futbolo varžybos 1975–1976 m. (revision 6442514; CACHED)
Maskvos valstybinė P. Čaikovskio konservatorija (revision 6561754; CACHED)
Dániel Gyurta (revision 6595406; CACHED)
Rusijos imperijos Valstybės Dūma (revision 6615725; CACHED)
Lenkų kalba (revision 6542864; CACHED)
Jurgis Jodkovskis (revision 6965349; CACHED)
Regina Gražulevičienė (revision 6495899; CACHED)
Krisas Bowersas (revision 6886959; CACHED)
Fugasas (revision 6074086; CACHED)
Labūnavos miškai (revision 5567499; CACHED)
Kazachstano futbolo varžybos 2019 m. (revision 6711226; CACHED)
Gelovinė (revision 6943215; CACHED)
Gloria Gaynor (revision 6176665; CACHED)
Pirates of the Caribbean Multiplayer Mobile (revision 6634295; CACHED)
Vaiginai (revision 6741952; CACHED)
Kovo 20 (revision 6917057; CACHED)
FK Okžetpes Kôkšetau (revision 6907174; CACHED)
Girminiai (Joniškis) (revision 6889664; CACHED)
Juozapaičiai (revision 6848583; CACHED)
Šveicarija 2016 m. jaunimo olimpinėse žaidynėse (revision 6909658; CACHED)
Gruzijos ekonomika (revision 6960941; CACHED)
Socialinis konservatizmas (revision 6662878; CACHED)
